id,organization_id,user_id,name,folder,filename,path,extension,disk,created_at,updated_at
61,,,www.draperanimalhospital.com,screenshots,www.draperanimalhospital.com,screenshots/www.draperanimalhospital.com,png,r2,2024-05-03 21:41:08,2024-05-03 21:41:08
62,,,Veterinarians-in-Sandy-UT-VCA-Mountain-View-Animal-Hospital,screenshots,PZHOLPMP4F6DQTiwh842IknDmhIsD0lcCiAOhonW.png,screenshots/PZHOLPMP4F6DQTiwh842IknDmhIsD0lcCiAOhonW.png,png,r2,2024-05-03 21:41:10,2024-05-15 04:32:04
64,,,Veterinarian-in-Bountiful-UT-Bountiful-Animal-Hospital,screenshots,frSpuePrMEH2D3yQBKbNS3z2RmYrTY9CUtFF3php.png,screenshots/frSpuePrMEH2D3yQBKbNS3z2RmYrTY9CUtFF3php.png,png,r2,2024-05-03 21:41:14,2024-05-15 04:32:23
65,,,Lone-Peak-Vet-Your-Trusted-Veterinary-Clinic-in-Draper-UT,screenshots,I2phZu8QVUBuIrLyGF3vjB2phWEKs863sMfOUbvk.png,screenshots/I2phZu8QVUBuIrLyGF3vjB2phWEKs863sMfOUbvk.png,png,r2,2024-05-03 21:41:15,2024-05-14 22:50:48
66,,,Veterinarians-in-West-Jordan-UT-VCA-Amor-Animal-Hospital,screenshots,XiHPOxNWkAvCAvRX7yLePhj32mFNJDzZ4OH4qad8.png,screenshots/XiHPOxNWkAvCAvRX7yLePhj32mFNJDzZ4OH4qad8.png,png,r2,2024-05-03 21:41:17,2024-05-15 04:32:52
67,,,cottonwoodanimalhospital.com,screenshots,cottonwoodanimalhospital.com,screenshots/cottonwoodanimalhospital.com,png,r2,2024-05-03 21:41:19,2024-05-03 21:41:19
68,,,Home-Page-Stoneridge-Vet-Clinic,screenshots,F8HbGgn1AwkmhDJyFVgtQiMGtE4lyv2SlRwk3uyA.png,screenshots/F8HbGgn1AwkmhDJyFVgtQiMGtE4lyv2SlRwk3uyA.png,png,r2,2024-05-03 21:41:20,2024-05-15 04:33:16
69,,,Home-Salt-Lake-Animal-Physical-Therapy,screenshots,fE6vGzsSvQymkRUTDIlpWBOHL7PslEh9Wb0SAeWZ.png,screenshots/fE6vGzsSvQymkRUTDIlpWBOHL7PslEh9Wb0SAeWZ.png,png,r2,2024-05-03 21:41:22,2024-05-15 04:34:00
70,,,westlakeanimalutah.com,screenshots,westlakeanimalutah.com,screenshots/westlakeanimalutah.com,png,r2,2024-05-03 21:41:24,2024-05-03 21:41:24
73,,,Best-Veterinary-Hospital-in-Park-City-UT-Pinebrook-Animal-Hospital,screenshots,lqZDjMvveqOmKzexgN0OTk5O0q4a376OqXQUacZj.png,screenshots/lqZDjMvveqOmKzexgN0OTk5O0q4a376OqXQUacZj.png,png,r2,2024-05-03 21:41:29,2024-05-14 22:53:59
74,,,Vet-Clinic-in-Clinton-Syracuse-UT-Animal-Clinic,screenshots,wuDJpsEHfTLQFz9F8MwmBlCiX3K97lQgxgUDXA7N.png,screenshots/wuDJpsEHfTLQFz9F8MwmBlCiX3K97lQgxgUDXA7N.png,png,r2,2024-05-03 21:41:30,2024-05-14 22:54:30
75,,,www.banfield.com,screenshots,www.banfield.com,screenshots/www.banfield.com,png,r2,2024-05-03 21:41:32,2024-05-03 21:41:32
76,,,stansburyanimalhospital.com,screenshots,stansburyanimalhospital.com,screenshots/stansburyanimalhospital.com,png,r2,2024-05-03 21:41:34,2024-05-03 21:41:34
77,,,Animal-Care-Center-Airport-Veterinary-Care-in-Utah,screenshots,kodsxkQIH17Hq4MSWp7WBcpy5nkMEhXeTyE24njY.png,screenshots/kodsxkQIH17Hq4MSWp7WBcpy5nkMEhXeTyE24njY.png,png,r2,2024-05-03 21:41:36,2024-05-15 04:34:26
